"Datums","Sasniedzamais rezultāts","Uzdots","Temats","Kopsavilkums"
"16.01.2026","Kvadrātfunkcija
SR: Izmantojot dotu kvadrātfunkciju grafikus, izsaka pieņēmumus par funkcijas īpašībām, un to, kā var noteikt parabolas virsotnes koordinātas. Aprēķina koordinātas kvadrātfunkcijas grafika virsotnei. Zīmē kvadrātfunkcijas grafiku, izmantojot atsevišķu punktu vērtības, simetriju un virsotnes atrašanās vietu. Pēta kvadrātfunkciju grafiku novietojumu koordinātu plaknē, skicē
grafikus, ja dotas koeficientu a vai c vērtību lielums.",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"19.01.2026","Kvadrātfunkcija
SR: Izmantojot dotu kvadrātfunkciju grafikus, izsaka pieņēmumus par funkcijas īpašībām, un to, kā var noteikt parabolas virsotnes koordinātas. Aprēķina koordinātas kvadrātfunkcijas grafika virsotnei. Zīmē kvadrātfunkcijas grafiku, izmantojot atsevišķu punktu vērtības, simetriju un virsotnes atrašanās vietu. Pēta kvadrātfunkciju grafiku novietojumu koordinātu plaknē, skicē
grafikus, ja dotas koeficientu a vai c vērtību lielums.","Teorija: 96. lpp.
20.01.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"20.01.2026","Kvadrātfunkcija
SR: Izmantojot dotu kvadrātfunkciju grafikus, izsaka pieņēmumus par funkcijas īpašībām, un to, kā var noteikt parabolas virsotnes koordinātas. Aprēķina koordinātas kvadrātfunkcijas grafika virsotnei. Zīmē kvadrātfunkcijas grafiku, izmantojot atsevišķu punktu vērtības, simetriju un virsotnes atrašanās vietu. Pēta kvadrātfunkciju grafiku novietojumu koordinātu plaknē, skicē
grafikus, ja dotas koeficientu a vai c vērtību lielums.","Teorija: 96. lpp.
Stundā: 1. - 3. uzd. 99.lpp.
22.01.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"22.01.2026","Kvadrātfunkcija
SR: Izmantojot dotu kvadrātfunkciju grafikus, izsaka pieņēmumus par funkcijas īpašībām, un to, kā var noteikt parabolas virsotnes koordinātas. Aprēķina koordinātas kvadrātfunkcijas grafika virsotnei. Zīmē kvadrātfunkcijas grafiku, izmantojot atsevišķu punktu vērtības, simetriju un virsotnes atrašanās vietu. Pēta kvadrātfunkciju grafiku novietojumu koordinātu plaknē, skicē
grafikus, ja dotas koeficientu a vai c vērtību lielums.","Stundā: M.g. 3. - 5., 9. - 12. uzd. 99. - 101. lpp.
23.01.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"22.01.2026","Kvadrātfunkcija
SR: Izmantojot dotu kvadrātfunkciju grafikus, izsaka pieņēmumus par funkcijas īpašībām, un to, kā var noteikt parabolas virsotnes koordinātas. Aprēķina koordinātas kvadrātfunkcijas grafika virsotnei. Zīmē kvadrātfunkcijas grafiku, izmantojot atsevišķu punktu vērtības, simetriju un virsotnes atrašanās vietu. Pēta kvadrātfunkciju grafiku novietojumu koordinātu plaknē, skicē
grafikus, ja dotas koeficientu a vai c vērtību lielums.",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"23.01.2026","Kvadrātfunkcija
SR: Izmantojot dotu kvadrātfunkciju grafikus, izsaka pieņēmumus par funkcijas īpašībām, un to, kā var noteikt parabolas virsotnes koordinātas. Aprēķina koordinātas kvadrātfunkcijas grafika virsotnei. Zīmē kvadrātfunkcijas grafiku, izmantojot atsevišķu punktu vērtības, simetriju un virsotnes atrašanās vietu. Pēta kvadrātfunkciju grafiku novietojumu koordinātu plaknē, skicē
grafikus, ja dotas koeficientu a vai c vērtību lielums.","Mājās: Pabeigt 14. uzd. 102. lpp.
26.01.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"23.01.2026","Kvadrātfunkcija
SR: Izmantojot dotu kvadrātfunkciju grafikus, izsaka pieņēmumus par funkcijas īpašībām, un to, kā var noteikt parabolas virsotnes koordinātas. Aprēķina koordinātas kvadrātfunkcijas grafika virsotnei. Zīmē kvadrātfunkcijas grafiku, izmantojot atsevišķu punktu vērtības, simetriju un virsotnes atrašanās vietu. Pēta kvadrātfunkciju grafiku novietojumu koordinātu plaknē, skicē
grafikus, ja dotas koeficientu a vai c vērtību lielums.",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"26.01.2026","Kvadrātvienādojuma atrisināšana grafiski
SR: atrisina kvadrātvienādojumu grafiski; pārbauda, vai konkrētie skaitļi ir dotā kvadrātvienādojuma saknes;","Teorija: 104. lpp.
Stundā: M.g. 107. lpp.
27.01.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"27.01.2026","Kvadrātvienādojuma atrisināšana grafiski
SR: atrisina kvadrātvienādojumu grafiski; pārbauda, vai konkrētie skaitļi ir dotā kvadrātvienādojuma saknes;",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"29.01.2026","Kvadrātvienādojuma atrisināšana grafiski
SR: atrisina kvadrātvienādojumu grafiski; pārbauda, vai konkrētie skaitļi ir dotā kvadrātvienādojuma saknes;","Mājās:2 piemēri pēc izvēles no 21. uzd. 108. lpp. (Var pārbaudīt izmantojot https://www.desmos.com/calculator)
30.01.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"29.01.2026","Kvadrātvienādojumu atrisināšana ar formulām
SR:Lieto kvadrātvienādojuma aprēķināšanas formulas.","Teorija: 104.lpp.
30.01.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"30.01.2026","Kvadrātvienādojumu atrisināšana ar formulām
SR:Lieto kvadrātvienādojuma aprēķināšanas formulas.",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"30.01.2026","Kvadrātvienādojumu atrisināšana ar formulām
SR:Lieto kvadrātvienādojuma aprēķināšanas formulas.",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"2.02.2026","Kvadrātvienādojumu atrisināšana ar formulām
SR:Lieto kvadrātvienādojuma aprēķināšanas formulas.","Teorija: 104.lpp.
Stundā: 26., 27. uzd. 109. lpp.
3.02.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"3.02.2026","Kvadrātvienādojumu atrisināšana ar formulām
SR:Lieto kvadrātvienādojuma aprēķināšanas formulas. Nosaka vienādojuma sakņu skaitu, lietojot diskriminantu.","Teorija: 104.lpp.
Stundā: 27., 28. uzd. 109. lpp.
05.02. būs mazais darbiņš par kvadrātvienādojumu risināšanu.
5.02.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"5.02.2026","KVD Pilno kvadrātvienādojumu risināšana.
SR:Lieto kvadrātvienādojuma aprēķināšanas formulas. Nosaka vienādojuma sakņu skaitu, lietojot diskriminantu.",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"5.02.2026","Kvadrātvienādojumu atrisināšana ar formulām
SR:Lieto kvadrātvienādojuma aprēķināšanas formulas. Nosaka vienādojuma sakņu skaitu, lietojot diskriminantu.",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"6.02.2026","Uzdevumi ar parametru
SR: Zina parametra ietekmi uz kvadrātvienādojumu; prot noteikt sakņu skaitu atkarībā no parametra","Stundā: M.g. 33. - 43. uzd. 110. - 111. lpp.
9.02.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"6.02.2026","Teksta uzdevumi
SR: Sastāda uzdevuma aprakstam atbilstošu vienādojumu; atrisina praktiska satura uzdevumus,
izmantojot kvadrātvienādojumu;",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"9.02.2026","Teksta uzdevumi
SR: Sastāda uzdevuma aprakstam atbilstošu vienādojumu; atrisina praktiska satura uzdevumus,
izmantojot kvadrātvienādojumu;","Stundā: M.g. 49., 54., 58., 62., 65., 66. uzd. 111. - 113. lpp.
10.02.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"10.02.2026","Vjeta teorēma
SR: Risina kvadrātvienādojumus, lietojot Vjeta teorēmu",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"12.02.2026","Vjeta teorēma
SR: Risina kvadrātvienādojumus, lietojot Vjeta teorēmu","Stundā: M.g. 75., 76. uzd. 117. lpp.
Temata noslēguma pārbaudes darbs pārcelts uz 17.02.
13.02.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"12.02.2026","Nepilnie kvadrātvienādojumi
SR: Risina nepilnos kvadrātvienādojumus, lietojot dažādus paņēmienus","M.g.118. - 119. lpp.
Teorija: https://www.uzdevumi.lv/p/matematika/8-klase/kvadratvienadojumi-2290/k...
13.02.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"13.02.2026","Kvadrāttrinomu sadalīšana reizinātājos
SR: Lieto zināšanas par kvadrātvienādojumu atrisināšanu kvadrāttrinomu sadalīšanai reizinātājos.",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"13.02.2026","Gatavošanās pārbaudes dabam
SR: Zīmē kvadrātfunkcijas grafiku. Atrisina kvadrātvienādojumu grafiski, ar Vjeta teorēmu, vispārīgajām atrisināšanas formulām. Risina nepilnos kvadrātvienādojumus. Prot noteikt vienādojuma sakņu skaitu pēc grafika vai diskriminanta vērtības. Sastāda kvadrātvienādojumu atbilstoši situācijas aprakstam. Sadala reizinātājos kvadrāttrinomu."," DL26_Gatavošanās Pārbaudes darbam.docx
17.02.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"16.02.2026","Gatavošanās pārbaudes dabam
SR: Zīmē kvadrātfunkcijas grafiku. Atrisina kvadrātvienādojumu grafiski, ar Vjeta teorēmu, vispārīgajām atrisināšanas formulām. Risina nepilnos kvadrātvienādojumus. Prot noteikt vienādojuma sakņu skaitu pēc grafika vai diskriminanta vērtības. Sastāda kvadrātvienādojumu atbilstoši situācijas aprakstam. Sadala reizinātājos kvadrāttrinomu.","Gatavoties pārbaudes darbam. Lai gatavotos var risināt uzdevumus no darba lapas, ko risinājām stundā, un m.g. 120. - 121. lpp. Kvadrāttrinomu sadalīšana reizinātājos: 143. lpp. 9. uzd.
 DL_Atbildes_Kvadratvienadojumi.pdf
17.02.2026","Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"17.02.2026","TNPD ""Kvadrātfunkcija un kvadrātvienādojumi""
SR: Zīmē kvadrātfunkcijas grafiku. Atrisina kvadrātvienādojumu grafiski, ar diskriminantu, ar Vjeta teorēmu. Atrisina nepinos kvadrātvienādojumus.Atrisina praktiska satura uzdevumus, izmantojot kvadrātvienādojumu. *Sadala kvadrāttrinomu reizinātajos.",,"Kvadrātfunkcija un kvadrātvienādojumi.","6.temats"
"19.02.2026","Pitagora teorēma
SR: Prot atlikt uz skaitļu ass iracionālas vērtības piem., kvadrātsakni no 2. Aprēķina taisnleņķa trijstūra vienas malas garumu, ja divu malu garumi ir zināmi.","Teorija: M.g. 148. lpp.
Stundā: 8. - 13. uzd. 152. - 153. lpp.
20.02.2026","Pitagora teorēma.","7.temats"
"19.02.2026","Pitagora teorēma
SR: Prot atlikt uz skaitļu ass iracionālas vērtības piem., kvadrātsakni no 2. Aprēķina taisnleņķa trijstūra vienas malas garumu, ja divu malu garumi ir zināmi.",,"Pitagora teorēma.","7.temats"
"20.02.2026","Taisnleņķa trijstūra pazīme
SR: Lieto Pitagora teorēmu, lai noteiktu vai trijstūris ir taisnleņķa trijstūris.","Stundā: M.g. 16. - 18. uzd. 154. lpp.
23.02.2026","Pitagora teorēma.","7.temats"
"20.02.2026","Pitagora teorēmas lietojums reālajā dzīvē
SR:",,"Pitagora teorēma.","7.temats"
"23.02.2026","Vienādojumi un Pitagora teorēma.
SR: lietojot Pitagora teorēmu, izveido algebriskas izteiksmes un atrisina kvadrātvienādojumu; saskata un izmanto Pitagora teorēmu praktiska satura uzdevumos;","Stundā: M.g. 155. - 156. lpp.
26.02.2026","Pitagora teorēma.","7.temats"
"24.02.2026","Laukums un Pitagora teorēma.
SR: Lieto Pitagora teorēmu lai aprēķinātu lielumus, kas nepieciešami figūras laukuma aprēķināšanai.","Stundā: M.g. 157. - 158. lpp.
27.02.2026","Pitagora teorēma.","7.temats"
"26.02.2026","Laukums un Pitagora teorēma.
SR: Lieto Pitagora teorēmu lai aprēķinātu lielumus, kas nepieciešami figūras laukuma aprēķināšanai.",,"Pitagora teorēma.","7.temats"
"26.02.2026","Laukums un Pitagora teorēma.
SR: Lieto Pitagora teorēmu lai aprēķinātu lielumus, kas nepieciešami figūras laukuma aprēķināšanai.",,"Pitagora teorēma.","7.temats"
"27.02.2026","Taisnleņķa trijstūru vienādības pazīmes.
SR: Formulē taisnleņķa trijstūru vienādības pazīmes; Izmantot taisnleņķa trijstūra vienādības pazīmes.","Stundā: M.g. 160. - 161. lpp.
2.03.2026","Pitagora teorēma.","7.temats"
"27.02.2026","Taisnleņķa trijstūru vienādības pazīmes.
SR: Formulē taisnleņķa trijstūru vienādības pazīmes; Izmantot taisnleņķa trijstūra vienādības pazīmes.",,"Pitagora teorēma.","7.temats"
"2.03.2026","Taisnleņķa trijstūru vienādības pazīmes.
SR: Formulē taisnleņķa trijstūru vienādības pazīmes; Izmantot taisnleņķa trijstūra vienādības pazīmes.",,"Pitagora teorēma.","7.temats"
"3.03.2026","Taisnleņķa trijstūru vienādības pazīmes.
SR: Formulē taisnleņķa trijstūru vienādības pazīmes; Izmantot taisnleņķa trijstūra vienādības pazīmes.",,"Pitagora teorēma.","7.temats"
"5.03.2026","Gatavošanās pārbaudes darbam
SR: Aprēķina hipotenūzas vai katetes garumu. Veido korektu pierakstu, lietojot Pitagora teorēmu. Lieto taisnleņķa trijstūra pazīmi. Veido algebrisku modeli, izmantojot Pitagora teorēmu. Pierāda taisnleņķa trijstūru vienādību, atsevišķu elementu vienādību."," 1_1_ Uzdevumu atrisinajumi.pdf
 23_Apkopojums par Pitagora teorēmu.docx
6.03.2026","Pitagora teorēma.","7.temats"
"5.03.2026","Gatavošanās pārbaudes darbam
SR: Aprēķina hipotenūzas vai katetes garumu. Veido korektu pierakstu, lietojot Pitagora teorēmu. Lieto taisnleņķa trijstūra pazīmi. Veido algebrisku modeli, izmantojot Pitagora teorēmu. Pierāda taisnleņķa trijstūru vienādību, atsevišķu elementu vienādību.",,"Pitagora teorēma.","7.temats"
"6.03.2026","TNPD ""Pitagora teorēma""
SR: Aprēķina hipotenūzas vai katetes garumu. Veido korektu pierakstu, lietojot Pitagora teorēmu. Lieto taisnleņķa trijstūra pazīmi. Veido algebrisku modeli, izmantojot Pitagora teorēmu. Pierāda taisnleņķa trijstūru vienādību, atsevišķu elementu vienādību.",,"Pitagora teorēma.","7.temats"
"6.03.2026","Nogriežņu attiecība. Taisnleņķa trijstūra šaurā leņķa sinuss, kosinuss, tangenss
SR: aprēķināt nogriežņu attiecību; aprēķināt taisnleņķa trijstūra šaurā leņķa trigonometriskās funkcijas, ja doti divu malu garumi vai izdarot nepieciešamos merījumus;",,"Trigonometrija taisnleņķa trijstūrī.","8.temats"
"17.03.2026","Taisnleņķa trijstūra šaurā leņķa sinuss, kosinuss, tangenss.
SR: Aprēķināt taisnleņķa trijstūra šaurā leņķa trigonometriskās funkcijas, ja doti divu malu garumi vai izdarot nepieciešamos merījumus; Aprēķina sinusu, kosinusu, tangensu, lietojot kalkulatoru vai trigonometrisko vērtību tabulu.","Mājās: DL 3. - 6. uzdevums.
 1DL26_Trigonometrisko funkciju vērtību noteikšna.docx
19.03.2026","Trigonometrija taisnleņķa trijstūrī.","8.temats"
"17.03.2026","Taisnleņķa trijstūra šaurā leņķa sinuss, kosinuss, tangenss.
SR: Aprēķināt taisnleņķa trijstūra šaurā leņķa trigonometriskās funkcijas, ja doti divu malu garumi vai izdarot nepieciešamos merījumus; Aprēķina sinusu, kosinusu, tangensu, lietojot kalkulatoru vai trigonometrisko vērtību tabulu.",,"Trigonometrija taisnleņķa trijstūrī.","8.temats"
"19.03.2026","Sinusa, kosinusa un tangensa vērtības 45°, 30° un 60° lieliem leņķiem.
SR: Aprēķina trijstūra vai citu figūru elementus, izmantojot trigonometriskās sakarības 45°, 30° un 60° lieliem leņķiem.","Teorija: https://www.uzdevumi.lv/p/matematika/9-klase/trigonometriskas-sakariba...
Stundā: DL 1., 13. uzd.
 2DL26_Taisnleņķa trijstūra malu garuma aprēķināšana.docx
20.03.2026","Trigonometrija taisnleņķa trijstūrī.","8.temats"
"19.03.2026","Sinusa, kosinusa un tangensa vērtības 45°, 30° un 60° lieliem leņķiem.
SR: Aprēķina trijstūra vai citu figūru elementus, izmantojot trigonometriskās sakarības 45°, 30° un 60° lieliem leņķiem.",,"Trigonometrija taisnleņķa trijstūrī.","8.temats"
"20.03.2026","Sinusa, kosinusa un tangensa vērtības 45°, 30° un 60° lieliem leņķiem.
SR: Aprēķina trijstūra vai citu figūru elementus, izmantojot trigonometriskās sakarības 45°, 30° un 60° lieliem leņķiem.","Teorija: https://www.uzdevumi.lv/p/matematika/9-klase/trigonometriskas-sakariba...
Stundā: DL 14. - 18. uzd.
 2DL26_Taisnleņķa trijstūra malu garuma aprēķināšana.docx
24.03.2026","Trigonometrija taisnleņķa trijstūrī.","8.temats"
"20.03.2026","Sinusa, kosinusa un tangensa vērtības 45°, 30° un 60° lieliem leņķiem.
SR: Aprēķina trijstūra vai citu figūru elementus, izmantojot trigonometriskās sakarības 45°, 30° un 60° lieliem leņķiem.",,"Trigonometrija taisnleņķa trijstūrī.","8.temats"
"24.03.2026","Šaurā leņķa sinusa, kosinusa un tangensa vērtību izmantošana.
SR: Lieto tabulas vai tehnoloģijas, lai noteiktu dažādu šauru leņķu sinusa, kosinusa un tangensa vērtības. Aprēķina taisnleņķa trijstūra elementus, ja dots viens šaurā leņķa lielums un vienas vai divu trijstūra malu garumi. Lieto trigonometriskās sakarības taisnleņķa trijstūrī, lai aprēķinātu dažādu figūru elementus, t. sk. situācijās ar reālu kontekstu.","Mājās: Darba lapas 33. uzd.
 3DL26_Leņķa lieluma aprēķināšana un trigonometrisko sakarību lietošana...
26.03.2026","Trigonometrija taisnleņķa trijstūrī.","8.temats"
"24.03.2026","Šaurā leņķa sinusa, kosinusa un tangensa vērtību izmantošana.
SR: Lieto tabulas vai tehnoloģijas, lai noteiktu dažādu šauru leņķu sinusa, kosinusa un tangensa vērtības. Aprēķina taisnleņķa trijstūra elementus, ja dots viens šaurā leņķa lielums un vienas vai divu trijstūra malu garumi. Lieto trigonometriskās sakarības taisnleņķa trijstūrī, lai aprēķinātu dažādu figūru elementus, t. sk. situācijās ar reālu kontekstu.",,"Trigonometrija taisnleņķa trijstūrī.","8.temats"
"26.03.2026","Šaurā leņķa sinusa, kosinusa un tangensa vērtību izmantošana.
SR: Lieto tabulas vai tehnoloģijas, lai noteiktu dažādu šauru leņķu sinusa, kosinusa un tangensa vērtības. Aprēķina taisnleņķa trijstūra elementus, ja dots viens šaurā leņķa lielums un vienas vai divu trijstūra malu garumi. Lieto trigonometriskās sakarības taisnleņķa trijstūrī, lai aprēķinātu dažādu figūru elementus, t. sk. situācijās ar reālu kontekstu.","Gatavoties pārbaudes darbam.
 DL4_atbildes_apkopojums.pdf
 8kl_17uzd_atbildes_2DL.pdf
 DL3_atbildes-1.pdf
 4DL_Apkopojums.docx
 5DL_JA GRIBI VĒL UZDEVUMUS.docx
27.03.2026","Trigonometrija taisnleņķa trijstūrī.","8.temats"
"26.03.2026","Šaurā leņķa sinusa, kosinusa un tangensa vērtību izmantošana.
SR: Lieto tabulas vai tehnoloģijas, lai noteiktu dažādu šauru leņķu sinusa, kosinusa un tangensa vērtības. Aprēķina taisnleņķa trijstūra elementus, ja dots viens šaurā leņķa lielums un vienas vai divu trijstūra malu garumi. Lieto trigonometriskās sakarības taisnleņķa trijstūrī, lai aprēķinātu dažādu figūru elementus, t. sk. situācijās ar reālu kontekstu.",,"Trigonometrija taisnleņķa trijstūrī.","8.temats"
"27.03.2026","TNPD ""Trigonometriskās sakarības taisnleņķa trijstūrī""
SR: Aprēķina taisnleņķa trijstūra nezināmos lielumus, ja dots viena šaurā leņķa lielums un vienas malas garums vai divu malu garumi.* Lieto trigonometriskās sakarības taisnleņķa trijstūrī, lai aprēķinātu plaknes figūru lielumus.* Spriež konkrēti vai vispārīgi, izmanto vienādmalu, vienādsānu trijstūra īpašības, Pitagora teorēmu un secina par malu attiecību, ja šaurais leņķis ir 30°, 45°, 60°.",,"Trigonometrija taisnleņķa trijstūrī.","8.temats"
"27.03.2026","TNPD ""Trigonometriskās sakarības taisnleņķa trijstūrī""
SR: Aprēķina taisnleņķa trijstūra nezināmos lielumus, ja dots viena šaurā leņķa lielums un vienas malas garums vai divu malu garumi.* Lieto trigonometriskās sakarības taisnleņķa trijstūrī, lai aprēķinātu plaknes figūru lielumus.* Spriež konkrēti vai vispārīgi, izmanto vienādmalu, vienādsānu trijstūra īpašības, Pitagora teorēmu un secina par malu attiecību, ja šaurais leņķis ir 30°, 45°, 60°.",,"Trigonometrija taisnleņķa trijstūrī.","8.temats"
"31.03.2026","Izliekta n-stūra leņķu summa. Taišņu paralelitātes pazīmes.
SR: Lieto izliekta n-stūra leņķu summas formulu. Pamato taišņu paralelitāti.","Teorija: M.g. 166. - 167. lpp.
Uzdevumi: 168. - 169. lpp.
02.04. konsultācija 7. - 9. stundā
2.04.2026","Paralelograma īpašības.","9.temats"
"31.03.2026","Izliekta n-stūra leņķu summa. Taišņu paralelitātes pazīmes.
SR: Lieto izliekta n-stūra leņķu summas formulu. Pamato taišņu paralelitāti.",,"Paralelograma īpašības.","9.temats"
"2.04.2026","Izliekta n-stūra leņķu summa. Taišņu paralelitātes pazīmes.
SR: Lieto izliekta n-stūra leņķu summas formulu. Pamato taišņu paralelitāti.",,"Paralelograma īpašības.","9.temats"
"2.04.2026","Paralelograma īpašības.
SR: Aprēķina paralelograma elementu lielumus. Aprēķina paralelograma perimetri, t. sk. uzdevumos ar reālu kontekstu.","Teorija: M.g. 174. lpp.
Uzdevumi: M.g. 177. - 178. lpp.
9.04.2026","Paralelograma īpašības.","9.temats"
"7.04.2026","Paralelograma īpašības.
SR: Aprēķina paralelograma elementu lielumus. Aprēķina paralelograma perimetri, t. sk. uzdevumos ar reālu kontekstu.",,"Paralelograma īpašības.","9.temats"
"7.04.2026","Paralelograma īpašības.
SR: Aprēķina paralelograma elementu lielumus. Aprēķina paralelograma perimetri, t. sk. uzdevumos ar reālu kontekstu.",,"Paralelograma īpašības.","9.temats"
"9.04.2026","Paralelograma pazīmes
SR: Veido paralelograma pazīmes pierādījumu, ja doti kādi apgalvojumi, vai arī pabeidz to, ja pierādījums ir iesākts. Noskaidro un pierāda, vai četrstūris ir paralelograms",,"Paralelograma īpašības.","9.temats"
"9.04.2026","Paralelograma pazīmes
SR: Veido paralelograma pazīmes pierādījumu, ja doti kādi apgalvojumi, vai arī pabeidz to, ja pierādījums ir iesākts. Noskaidro un pierāda, vai četrstūris ir paralelograms",,"Paralelograma īpašības.","9.temats"
"10.04.2026","Paralelograma pazīmes
SR: Veido paralelograma pazīmes pierādījumu, ja doti kādi apgalvojumi, vai arī pabeidz to, ja pierādījums ir iesākts. Noskaidro un pierāda, vai četrstūris ir paralelograms",,"Paralelograma īpašības.","9.temats"
"10.04.2026","Rombs
SR: Aprēķina romba elementu lielumus. Izvērtē apgalvojumus un pamato to patiesumu. Pierāda elementu vienādību, izmantojot rombus. Nosaka un pamato vai četrstūris ir rombs.",,"Paralelograma īpašības.","9.temats"
"14.04.2026","Rombs
SR: Aprēķina romba elementu lielumus. Izvērtē apgalvojumus un pamato to patiesumu. Pierāda elementu vienādību, izmantojot rombus. Nosaka un pamato vai četrstūris ir rombs.","Stundā: M.g. 187. - 188. lpp.
16.04.2026","Paralelograma īpašības.","9.temats"
"14.04.2026","Rombs
SR: Aprēķina romba elementu lielumus. Izvērtē apgalvojumus un pamato to patiesumu. Pierāda elementu vienādību, izmantojot rombus. Nosaka un pamato vai četrstūris ir rombs.",,"Paralelograma īpašības.","9.temats"
"16.04.2026","Rombs
SR: Aprēķina romba elementu lielumus. Izvērtē apgalvojumus un pamato to patiesumu. Pierāda elementu vienādību, izmantojot rombus. Nosaka un pamato vai četrstūris ir rombs.","Stundā: M.g. 189. - 191. lpp.
17.04.2026","Paralelograma īpašības.","9.temats"
"16.04.2026","Rombs
SR: Aprēķina romba elementu lielumus. Izvērtē apgalvojumus un pamato to patiesumu. Pierāda elementu vienādību, izmantojot rombus. Nosaka un pamato vai četrstūris ir rombs.",,"Paralelograma īpašības.","9.temats"
"17.04.2026","Taisnstūris un kvadrāts
SR: Lieto taisnstūra un kvadrāta īpašības un pazīmes aprēķina un pierādījuma uzdevumos.","Teorija: M.g. 192., 193. lpp.
Uzdevumi: M.g. 194. - 195. lpp.
21.04.2026","Paralelograma īpašības.","9.temats"
"17.04.2026","Taisnstūris un kvadrāts
SR: Lieto taisnstūra un kvadrāta īpašības un pazīmes aprēķina un pierādījuma uzdevumos.",,"Paralelograma īpašības.","9.temats"
"21.04.2026","Paralelograma un romba laukums
SR: Lieto paralelograma un romba laukuma formulas četrstūru laukumu un to elementu aprēķināšanai.","https://www.uzdevumi.lv/TestWork/Info?jid=Qg5xZ8HO5EOYlcAvtMgKKA
21.04.2026","Paralelograma īpašības.","9.temats"
"21.04.2026","Paralelograma un romba laukums
SR: Lieto paralelograma un romba laukuma formulas četrstūru laukumu un to elementu aprēķināšanai.","Teorija: 198. lpp. un 9.kl. m.g. 90. lpp.
Stundā: 201. - 203. lpp.
23.04.2026","Paralelograma īpašības.","9.temats"
"23.04.2026","Gatavošanās pārbaudes darbam
SR: Aprēķina daudzstūra leņķu summu. Lieto paralelograma, romba, taisnstūra un kvadrāta īpašības un pazīmes aprēķina un pierādījuma uzdevumos. Aprēķina paralelograma un romba laukumu."," Apkopojums par tematu Paralelograms.pdf
 Skenēts_20260423-1509.pdf
24.04.2026","Paralelograma īpašības.","9.temats"
"23.04.2026","Gatavošanās pārbaudes darbam
SR: Aprēķina daudzstūra leņķu summu. Lieto paralelograma, romba, taisnstūra un kvadrāta īpašības un pazīmes aprēķina un pierādījuma uzdevumos. Aprēķina paralelograma un romba laukumu.",,"Paralelograma īpašības.","9.temats"
"24.04.2026","TNPD ""Paralelograms""
SR: Lieto sakarību par četrstūra leņķu summu, lai aprēķinātu nezināmos lielumus, formulētu apgalvojumus par figūru īpašībām.* Četrstūrī saskata un pamato divu trijstūru vienādību, secina par četrstūra elementu vienādību, loģiski saistot spriedumus.*Lieto paralelograma (t. sk. romba, taisnstūra, kvadrāta) īpašības, lai aprēķinātu nezināmos lielumus, formulētu apgalvojumus par figūru īpašībām.*Lieto paralelograma un romba laukuma formulas nezināmo lielumu aprēķināšanai.",,"Paralelograma īpašības.","9.temats"
"24.04.2026","Trapece
SR: Lieto trapeces definīciju un īpašību aprēķinu uzdevumos. Atpazīst vienādsānu un taisnleņķu trapeci.","Teorija: M.g. 208. lpp.
28.04.2026","Trapeces īpašības.","10.temats"
"28.04.2026","Vienādsānu un taisnleņķa trapeces.
SR: Lieto trapeces definīciju un īpašību aprēķina uzdevumos.",,"Trapeces īpašības.","10.temats"
"28.04.2026","Vienādsānu trapeces īpašības un pazīmes.
SR: izveido tekstam atbilstošus uzskatāmus zīmējumus, lieto pieņemtos apzīmējumus, risinot uzdevumus par četrstūriem; lieto trapeču īpašības un pazīmes.",,"Trapeces īpašības.","10.temats"
"30.04.2026","Pitagora teorēmas lietojums
SR: Lieto Pitagora teorēmu uzdevumos par trapeci.",,"Trapeces īpašības.","10.temats"
"30.04.2026","Apgalvojumu pierādīšana
SR: Lieto trapeces īpašības un pazīmes, lai pierādītu apgalvojumus par figūrām.","M.g. 217. lpp.
1.05.2026","Trapeces īpašības.","10.temats"
