"Datums","Sasniedzamais rezultāts","Uzdots","Temats","Kopsavilkums"
"15.12.2025","Kvadrātfunkcijas izmantošana uzdevumos ar praktisku vai ģeometrisku saturu. SR: izmanto kvadrātfunkciju kā procesa matemātisko modeli, lai atrisinātu praktiska vai ģeometriska satura uzdevumus.","no 2.uzd. lapas pēc izvēles 7.; 13. un 16.
no 3.uzdevumu lapas no 1.stabiņa pirmie divi uzdevumi
 9kl-DL-kvadr-fja-3.pdf
 9kl-DL-kvadr-fjas-2.pdf
16.12.2025","Nevienādības un to sistēmas.","5.temats"
"16.12.2025","Kvadrātfunkcijas izmantošana uzdevumos ar praktisku vai ģeometrisku saturu. SR: izmanto kvadrātfunkciju kā procesa matemātisko modeli, lai atrisinātu praktiska vai ģeometriska satura uzdevumus.",,"Nevienādības un to sistēmas.","5.temats"
"17.12.2025","Veido praktiskas problēmas matemātisko modeli – kvadrātfunkciju vai kvadrātvienādojumu – un lieto zināšanas par kvadrātfunkciju un kvadrātvienādojumu, lai atrisinātu problēmu.",,"Nevienādības un to sistēmas.","5.temats"
"19.12.2025","Veido praktiskas problēmas matemātisko modeli – kvadrātfunkciju vai kvadrātvienādojumu – un lieto zināšanas par kvadrātfunkciju un kvadrātvienādojumu, lai atrisinātu problēmu.",,"Nevienādības un to sistēmas.","5.temats"
"5.01.2026","Kvadrātnevienādības. SR: zina, kas ir kvadrātnevienādības; izmantojot kvadrātfunkcijas grafiku, nosaka kvadrātnevienādības atrisinājumu.",,"Nevienādības un to sistēmas.","5.temats"
"5.01.2026","Kvadrātnevienādības. SR: izveido kvadrātfunkcijas grafika skici un atrisina kvadrātnevienādības.","Atrisināt uzdevumus no pievienotā faila
 9kl-md-5janv.pdf
6.01.2026","Nevienādības un to sistēmas.","5.temats"
"6.01.2026","Patstāvīgais darbs. Kvadrātnevienādības. SR: izveido kvadrātfunkcijas grafika skici un atrisina kvadrātnevienādības.","Atrisināt uzdevumus no pievienotā faila
 9kl-md-6janv.pdf
7.01.2026","Nevienādības un to sistēmas.","5.temats"
"7.01.2026","Kvadrātnevienādības. SR: izveido kvadrātfunkcijas grafika skici un atrisina kvadrātnevienādības.
 9kl-uzd-7janv.pdf","No pievienotā faila atrisināt 7. un 9. uzdevumu
 9kl-uzd-7janv.pdf
9.01.2026","Nevienādības un to sistēmas.","5.temats"
"9.01.2026","Teksta uzdevumi, kurus risina sastādot kvadrātnevienādības. SR: izveido matemātisko modeli (izmantojot kvadrātnevienādību) un aprēķina prasīto lielumu.","10.; 12. (pēc izvēles) un teksta uzdevumu 2.variants
 9kl-teksta uzdevumi kvadrnev.pdf
12.01.2026","Nevienādības un to sistēmas.","5.temats"
"9.01.2026","Kvadrātnevienādības. SR: izveido kvadrātfunkcijas grafika skici un atrisina kvadrātnevienādības.",,"Nevienādības un to sistēmas.","5.temats"
"12.01.2026","Nevienādību sistēmas. SR; zina, kas ir nevienādību sistēma un tās atrisinājums; atrisina lineāru nevienādību sistēmas.","Atrisināt 2.varianta nevienādību sistēmas un divkāršās nevienādības
 9kl-nevien-sist.pdf
13.01.2026","Nevienādības un to sistēmas.","5.temats"
"12.01.2026","Nevienādību sistēmas. SR: atrisina nevienādību sistēmas, kuās ir lineāras un kvadrātnevienādības.",,"Nevienādības un to sistēmas.","5.temats"
"13.01.2026","Nevienādību sistēmas. SR: atrisina nevienādību sistēmas, kuās ir lineāras un kvadrātnevienādības.",,"Nevienādības un to sistēmas.","5.temats"
"14.01.2026","Teksta uzdevumi, kurus risina sastādot atbilstošu nevienādību sistēmu. Vevienādību pierādīšana. SR: atrisina teksta uzdevumu, kā matemātisko modeli izvēloties nevienādību sistēmu; pierāda nevienādību- izmantojot kvadrātnevienādību un atdalot pilno kvadrātu.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-2-dala-2024-e3a7...","pēc izvēles risināt uzdevumus no https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-2-dala-2024-e3a7...
par nevienādību pierādīšanu
16.01.2026","Nevienādības un to sistēmas.","5.temats"
"16.01.2026","Nevienādības un to sistēmas. SR: zina, kas ir nevienādība un tās atrisinājums; prot atrisināt lineāras nevienādības un kvadrātnevienādības; zina, kas ir nevienādību sistēma un tās atrisinājums; prot atrisināt nevienādību sistēmas, kurās in lineāras nevienādības; prot atrisināt nevienādību sistēmas, kurās ir kvadrātnevienādības; zina, kas ir divkārša nevienādība un tās atrisinājums; *prot divejādi atrisināt divkāršas nevienādības (izmantojot nevienādību īpašības un divkāršu nevienādību aizstājo",,"Nevienādības un to sistēmas.","5.temats"
"16.01.2026","Teksta uzdevumi, kurus risina sastādot atbilstošu nevienādību sistēmu. Vevienādību pierādīšana. SR: atrisina teksta uzdevumu, kā matemātisko modeli izvēloties nevienādību sistēmu; pierāda nevienādību- izmantojot kvadrātnevienādību un atdalot pilno kvadrātu.",,"Nevienādības un to sistēmas.","5.temats"
"19.01.2026","Vienādojumu sistēmas un vienādojumi ar diviem nezināmajiem. SR: zina, kas ir vienādojums ar diviem nezināmajiem; zina, kas ir vienādojuma atrisinājums; prot aprēķināt otra mainīgā vērtību; prot uzralkstīt vienādojumu, ja dots tā atrisinājums.",,"Vienādojumu sistēmas.","6.temats"
"19.01.2026","Vienādojumu sistēmas un vienādojumi ar diviem nezināmajiem. SR: zina, kas ir vienādojumu sistēma ar diviem nezināmajiem; zina, kas ir vienādojumu sistēmas atrisinājums; prot pārbaudīt, vai dotais skaitļu pāris ir vienādojuma atrisinājums.","27.bdfh (152.lpp.)
20.01.2026","Vienādojumu sistēmas.","6.temats"
"20.01.2026","Vienādojums ar diviem nezināmajiem. SR: uzzīmē vienādojuma grafiku.","31.b un 32. (MG 153.lpp.)
21.01.2026","Vienādojumu sistēmas.","6.temats"
"21.01.2026","Vienādojumu sistēmas. SR: nolasa vienādojumu sistēmas atrisinājumu no grafika.","pārbaudes darba par nevienādībām un nevienādību sistēmām kļūdu labojums
23.01.2026","Vienādojumu sistēmas.","6.temats"
"23.01.2026","Vienādojumu sistēmas atrisināšana izmantojotfunkciju grafikus. SR: uzzīmē vienādojumu grafiku un nosaka vienādojumu sistēmas atrisinājumu.",,"Vienādojumu sistēmas.","6.temats"
"23.01.2026","Vienādojumu sistēmas atrisināšana izmantojotfunkciju grafikus. SR: uzzīmē vienādojumu grafiku un nosaka vienādojumu sistēmas atrisinājumu.","38.bdf (MG 155.lpp.)
26.01.2026","Vienādojumu sistēmas.","6.temats"
"26.01.2026","Vienādojumu sistēmas atrisināšana izmantojot ievietošanas paņēmienu. SR: no viena vienādojuma izsaka vienu no nezināmajiem; ievieto otrā vienādojumā un aprēķina abu nezināmo vērtības.
 9kl-vien-sist-grafiski.pdf","48.df; 49.b (MG 160.lpp.)
27.01.2026","Vienādojumu sistēmas.","6.temats"
"26.01.2026","Patstāvīgais darbs- Vienādojumu sistēmas atrisināšana izmantojot funkciju grafikus. SR: uzzīmē vienādojumu grafiku un nosaka vienādojumu sistēmas atrisinājumu.",,"Vienādojumu sistēmas.","6.temats"
"27.01.2026","Vienādojumu sistēmas atrisināšana izmantojot funkciju grafikus. SR: uzzīmē vienādojumu grafiku un nosaka vienādojumu sistēmas atrisinājumu.","50.df; 51.df (MG 161.lpp.)
28.01.2026","Vienādojumu sistēmas.","6.temats"
"28.01.2026","Patstāvīgais darbs- Vienādojumu sistēmas atrisināšana izmantojot ievietošanas paņēmienu. SR: no viena vienādojuma izsaka vienu no nezināmajiem; ievieto otrā vienādojumā un aprēķina abu nezināmo vērtības.","53.dfhjl (MG 161.lpp.)
2.02.2026","Vienādojumu sistēmas.","6.temats"
"30.01.2026","Vienādojumu sistēmas atrisināšana izmantojot ievietošanas paņēmienu. SR: no viena vienādojuma izsaka vienu no nezināmajiem; ievieto otrā vienādojumā un aprēķina abu nezināmo vērtības.",,"Vienādojumu sistēmas.","6.temats"
"30.01.2026","Vienādojumu sistēmas. SR: vienādojumu sistēmu atrisina ar saskaitīšanas paņēmiemu.",,"Vienādojumu sistēmas.","6.temats"
"2.02.2026","Vienādojumu sistēmas. SR: vienādojumu sistēmu atrisina ar saskaitīšanas paņēmiemu.",,"Vienādojumu sistēmas.","6.temats"
"2.02.2026","Teksta uzdevumi. SR: Izveido vienādojumu sistēmu un atrisina teksta uzdevumu.","55. fh (MG 161.lpp.); 67.; 72.; 78. (MG 166.-167.lpp.)
3.02.2026","Vienādojumu sistēmas.","6.temats"
"3.02.2026","Patstāvīgais darbs- Vienādojumu sistēmas un teksta uzdevumi. SR: ar saskaitīšanas paņēmienu atrisina vienādojumu sistēmu; izveido vienādojumu sistēmu un atrisina teksta uzdevumu.","no pievienotā faila 1.lappuses 1.; 2. 3. (11. un 12. pēc izvēles)
 9-teksta-uzd-vien-sist.pdf
4.02.2026","Vienādojumu sistēmas.","6.temats"
"4.02.2026","Lineāras vienādojumu sistēmas atrisināmumu skaits. SR: izmantojot tehnoloģijas zīmē vienādojumu grafikus un nosaka vienādojumu sistēmas atrisinājumu skaitu.","63.; 64.; 65. (MG 165.lpp.); pēc izvēles teksta uzdevumi no pievienotā faila
 9-teksta-uzd-vien-sist.pdf
6.02.2026","Vienādojumu sistēmas.","6.temats"
"6.02.2026","Vienādojumu sistēmas. SR: ar pārbaudes palīdzību noskaidro, vai dotais skaitlis (skaitļu pāris) ir vienādojuma vai vienādojumu sistēmas atrisinājums; vienādojumu sistēmas risina ar grafisko paņēmienu, ar ievietošanas paņēmienu un ar saskaitīšanas paņēmienu; vienādojumu sistēmas atrisināšanā izvēlas piemērotāko paņēmienu; situācijas modelēšanā izmanto vienādojumus vai to sistēmas; analizē un nosaka kādiem jābūt lineāras vienādojumu sistēmas koeficientiem, lai vienādojumu sistēmai būtu atrisin.",,"Vienādojumu sistēmas.","6.temats"
"6.02.2026","Vienādojumu sistēmas. SR: ar pārbaudes palīdzību noskaidro, vai dotais skaitlis (skaitļu pāris) ir vienādojuma vai vienādojumu sistēmas atrisinājums; vienādojumu sistēmas risina ar grafisko paņēmienu, ar ievietošanas paņēmienu un ar saskaitīšanas paņēmienu; vienādojumu sistēmas atrisināšanā izvēlas piemērotāko paņēmienu; situācijas modelēšanā izmanto vienādojumus vai to sistēmas; analizē un nosaka kādiem jābūt lineāras vienādojumu sistēmas koeficientiem, lai vienādojumu sistēmai būtu atrisin.","atrisināt 2025.gada matemātikas eksāmenu
9.02.2026","Vienādojumu sistēmas.","6.temats"
"9.02.2026","Pamatskolas matemātikas tēmu atkārtojums- 2025.gada CE matemātikā. SR: skolēmi atrisina 2025.gada CE matemātikā.",,"Riņķis un daudzstūris.","7.temats"
"9.02.2026","Pamatskolas matemātikas tēmu atkārtojums- 2025.gada CE matemātikā. SR: skolēmi atrisina 2025.gada CE matemātikā.","uz stundu paņemt līdzi cirkuli
10.02.2026","Riņķis un daudzstūris.","7.temats"
"10.02.2026","Ar riņķi saistītas līnijas. SR: zina, kas ir riņķa rāduiss, diametrs, horda, pieskare un sekante; atpazīst šīs līnijas zīmējumā.","Pārbaudes darba par vienādojumu sistēmām kļūdu labojums
11.02.2026","Riņķis un daudzstūris.","7.temats"
"11.02.2026","Ar riņķi saistītas līnijas. SR: zina, kas ir riņķa rādiuss, diametrs, horda, pieskare un sekante; atpazīst šīs līnijas zīmējumā.
 9kl-uzd-piesk-sekante-11-febr.pdf","No pievienotā faila 5.6. un 5.7.
 9kl-uzd-piesk-sekante-11-febr.pdf
13.02.2026","Riņķis un daudzstūris.","7.temats"
"13.02.2026","Pieskare. SR: zina un lieto pieskares īpašību un pazīmi.
 9kl-uzd-piesk-ipaiba-pazime.pdf",,"Riņķis un daudzstūris.","7.temats"
"13.02.2026","Pieskare. SR: zina un lieto pieskares īpašību un pazīmi.
 9kl-uzd-piesk-ipaiba-pazime.pdf","atrisināt 2025.gada iestājeksāmena uzdevumus (izdalītajās darba lapās)
16.02.2026","Riņķis un daudzstūris.","7.temats"
"16.02.2026","Pamatskolas matemātikas tēmu atkārtojums-2025.gada iestējeksāmena uz Rīgas ģimnāzijām uzdevumu risināšana","Atrisināt 2024.gada CE matemātikā (skatīt pielikumu)
 9-klase-matematika-2024.pdf
23.02.2026","Riņķis un daudzstūris.","7.temats"
"16.02.2026","Pamatskolas matemātikas tēmu atkārtojums-2025.gada iestējeksāmena uz Rīgas ģimnāzijām uzdevumu risināšana","no pievienotā faila atrisināt 5.26. un 5.27.
 9kl-uzd-piesk-ipaisba-pazime.pdf
17.02.2026","Riņķis un daudzstūris.","7.temats"
"17.02.2026","Pieskare. SR: zina un lieto pieskares īpašību un pazīmi.","5.29. un 5.31.
 9kl-uzd-piesk-ipaiba-pazime.pdf
18.02.2026","Riņķis un daudzstūris.","7.temats"
"18.02.2026","Centra leņķis un ievilkts leņķis: SR: zina, kas ir centra leņķis un kas ie ievilkts leņķis; prot aprēķināt šo leņķu lielumus.
 9kl-uzd-centra-ievilkts-lenkis.pdf","https://maconis.zvaigzne.lv/produkts/96 no pievienotā faila 5.47. un 5.51.
 9kl-uzd-centra-ievilkts-lenkis.pdf
20.02.2026","Riņķis un daudzstūris.","7.temats"
"20.02.2026","Patstāvīgais darbs- Pieskare. SR: zina un lieto pieskares īpašību un pazīmi.",,"Riņķis un daudzstūris.","7.temats"
"20.02.2026","Centra leņķis un ievilkts leņķis: SR: zina, kas ir centra leņķis un kas ir ievilkts leņķis; prot aprēķināt šo leņķu lielumus.","5.50. un 5.57.
 9kl-uzd-centra-ievilkts-lenkis.pdf
24.02.2026","Riņķis un daudzstūris.","7.temats"
"23.02.2026","Pamatskolas matemātikas tēmu atkārtojums-2024.gada CE matemātikā uzdevumi. SR: prot atrisināt 2024.gada CE matemātikā uzdevumus",,"Riņķis un daudzstūris.","7.temats"
"23.02.2026","Pamatskolas matemātikas tēmu atkārtojums-2024.gada CE matemātikā uzdevumi. SR: prot atrisināt 2024.gada CE matemātikā uzdevumus",,"Riņķis un daudzstūris.","7.temats"
"24.02.2026","Ievilkts un apvilkts trijstūris: Zina,kas ir riņķa līnijā ievilkts un kas ir ap riņķa līniju apvilkts trijstūris. Konstruē ap trijstūri apvilktu riņķa līniju.","Atrisināt 2024.gada iestājeksāmena uzdevumus
2.03.2026","Riņķis un daudzstūris.","7.temats"
"25.02.2026","Ievilkts un apvilkts trijstūris: Zina,kas ir riņķa līnijā ievilkts un kas ir ap riņķa līniju apvilkts trijstūris. Konstruē ap trijstūri apvilktu riņķa līniju.","no pievienotā faila 9. , 10. un 12.; paņemt cirkuli
 9kl-ievilkti-trijst-1.pdf
27.02.2026","Riņķis un daudzstūris.","7.temats"
"27.02.2026","Patstāvīgais darbs- SR:.konstruē ap trijstūri apvilktu riņķa līniju.",,"Riņķis un daudzstūris.","7.temats"
"27.02.2026","Ap taisnleņķa trijstūri apvilkta riņķa līnija: SR: Zina,kas ir ap taisnleņķa trijstūri apvilktas riņķa līnijas centrs un kā aprēķināt šīos riņķa līnijas rādiusu.",,"Riņķis un daudzstūris.","7.temats"
"2.03.2026","Pamatskolas matemātikas tēmu atkārtojums- 2024.gada iestājeksāmens ģimnāzijās. SR: prot atrisināt 2024.gada iestājeksāmena ģimnāzijās matemātikā uzdevumus",,"Riņķis un daudzstūris.","7.temats"
"2.03.2026","Pamatskolas matemātikas tēmu atkārtojums-2024.gada iestājeksāmens ģimnāzijās. SR: prot atrisināt 2024.gada iestājeksāmena ģimnāzijās matemātikā uzdevumus",,"Riņķis un daudzstūris.","7.temats"
"3.03.2026","Trijstūrī ievilkta riņķa līnija: SR: Zina, kas ir trijstūrī ievilktas riņķa līnijas centrs; prot konstruēt bisektrises un veic aprēķinus trijstūrī.",,"Riņķis un daudzstūris.","7.temats"
"3.03.2026","Trijstūrī ievilkta riņķa līnija: SR: Zina, kas ir trijstūrī ievilktas riņķa līnijas centrs; prot konstruēt bisektrises un veic aprēķinus trijstūrī.",,"Riņķis un daudzstūris.","7.temats"
"4.03.2026","Trijstūrī ievilkta riņķa līnija: SR: Zina, kas ir trijstūrī ievilktas riņķa līnijas centrs; prot konstruēt bisektrises un veic aprēķinus trijstūrī."," 9kl-trijst-ievilkti-rinki.pdf
6.03.2026","Riņķis un daudzstūris.","7.temats"
"5.03.2026","Izmēģinājuma eksāmena darbs: SR: atrisina dažādus matemātikas uzdevumus par pamatskolas matemātikas kursu.",,"Riņķis un daudzstūris.","7.temats"
"6.03.2026","Trijstūrī ievilkta riņķa līnija: SR: Zina, kas ir trijstūrī ievilktas riņķa līnijas centrs; prot konstruēt bisektrises un veic aprēķinus trijstūrī.",,"Riņķis un daudzstūris.","7.temats"
"6.03.2026","Trijstūrī ievilkta riņķa līnija: SR: Zina, kas ir trijstūrī ievilktas riņķa līnijas centrs; prot konstruēt bisektrises un veic aprēķinus trijstūrī.",,"Riņķis un daudzstūris.","7.temats"
"16.03.2026","Vienādmalu trijstūrī ievilkta riņķa līnija un ao trijstūri apvilkta riņķa līnija: SR: zina, kas ir vienādmalu trijstūrī ievilktas riņķa līnijas centrs un apvilktas riņķa līnijas centrs; prot konstruēt vienādmalu trijstūrī ievilktu unapvilktu riņķa līniju un veic aprēķinus trijstūrī.",,"Riņķis un daudzstūris.","7.temats"
"16.03.2026","Vienādmalu trijstūrī ievilkta riņķa līnija un ao trijstūri apvilkta riņķa līnija: SR: zina, kas ir vienādmalu trijstūrī ievilktas riņķa līnijas centrs un apvilktas riņķa līnijas centrs; prot konstruēt vienādmalu trijstūrī ievilktu unapvilktu riņķa līniju un veic aprēķinus trijstūrī.
 9kl-uzd-vienadmalu-trijst-ar-rinki.pdf","No pievienotā faila atrisināt 8. un 10.; pēc izvēles atrisināt 12.-15.
 9kl-uzd-vienadmalu-trijst-ar-rinki.pdf
17.03.2026","Riņķis un daudzstūris.","7.temats"
"17.03.2026","Patstāvīgais darbs- Vienādmalu trijstūrī ievilkta riņķa līnija un ao trijstūri apvilkta riņķa līnija: SR: zina, kas ir vienādmalu trijstūrī ievilktas riņķa līnijas centrs un apvilktas riņķa līnijas centrs; prot konstruēt vienādmalu trijstūrī ievilktu unapvilktu riņķa līniju un veic aprēķinus trijstūrī.","no pievienotā faila atrisināt 2.; 3. un 7.uzdevumus
teorija https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...
 9kl-uzd-kvadr-rinkis.pdf
18.03.2026","Riņķis un daudzstūris.","7.temats"
"18.03.2026","Kvadrātā ievilkta riņķa līnija un ap kvadrātu apvilkta riņķa līnija: SR: zina, kas ir kvadrātā ievilktas riņķa līnijas centrs un apvilktas riņķa līnijas centrs; prot aprēķināt riņķa līniju rādiusus.","no pievienotā faila 3., 4., 7. un 9.
 9kl-uzd-taisnst-rinkis.pdf
20.03.2026","Riņķis un daudzstūris.","7.temats"
"20.03.2026","Ap taisnstūri apvilkta riņķa līnija: SR: zina, kas ir ap taisnstūri apvilktas riņķa līnijas centrs; prot aprēķināt riņķa līnijas rādiusu.","Atrisināt 2023.gada CE matemātikā (skatīt pielikumu)
 2023_matematika_9.pdf
23.03.2026","Riņķis un daudzstūris.","7.temats"
"20.03.2026","Ap taisnstūri apvilkta riņķa līnija: SR: zina, kas ir ap taisnstūri apvilktas riņķa līnijas centrs; prot aprēķināt riņķa līnijas rādiusu.",,"Riņķis un daudzstūris.","7.temats"
"23.03.2026","Pamatskolas matemātikas tēmu atkārtojums-2023.gada CE matemātikā uzdevumi. SR: prot atrisināt 2023.gada CE matemātikā uzdevumus","pabeigt risināt uzdevumus no izdalītajām darba lapām
 9kl-DL-rinka-linija-loks.pdf
24.03.2026","Riņķis un daudzstūris.","7.temats"
"23.03.2026","Pamatskolas matemātikas tēmu atkārtojums-2023.gada CE matemātikā uzdevumi. SR: prot atrisināt 2023.gada CE matemātikā uzdevumus",,"Riņķis un daudzstūris.","7.temats"
"24.03.2026","Daudzstūra iekšējo leņķu summa; regulārs daudzstūris: SR: zina, kā aprēķina daudzstūra iekšējo leņķu summu; zinas, kas ir regulārs daudzstūris.","no pievienotā faila atrisināt 6.; 7. un 9.
 9kl-uzd-regul-daudzst-rinkis.pdf
25.03.2026","Riņķis un daudzstūris.","7.temats"
"25.03.2026","Regulārā daudzstūrī ievilkta riņķa līnija un ap regulāru daudzstūri apvilkta riņķa līnija: SR: zina, kas ir ievilktas riņķa līnijas centrs un apvilktas riņķa līnijas centrs; prot aprēķināt riņķa līniju rādiusus un leņķus daudzstūrī.","no pievienotā faila par regulāru daudzstūri atrisināt 8. 9. 10. 11. uzdevumu (pēc izvēles 12.; 13.; 14. uzdevumu)
 9kl-uzd-regul-daudzst-rinkis.pdf
27.03.2026","Riņķis un daudzstūris.","7.temats"
"27.03.2026","Riņķis un daudzstūris. SR: zina, kas ir centra leņķis un ievilkts leņķis, prot aprēķināt to lielumu; aprēķina riņķa līnijas garumu, loka garumu; aprēķina riņķa laukumu, sektora laukumu; zina, kas ir riņķī ievilkts daudzstūris un kas ir ap riņķi apvilkts daudzstūris; zina šo riņķu centru atrašanās vietu; prot to konstruēt; zina, kas ir regulārs daudzstūris, prot aprēķināt daudzstūra leņķu summu un regulāra daudzstūra leņķus; zina, kas ir riņķī ievilkts un kas ir ap riņķi apvilkts regurārs daudzst
 9kl-uzd-rinki-daudzst.pdf","izdalītajās lapās atrisināt iestājeksāmena parauga uzdevumus
30.03.2026","Riņķis un daudzstūris.","7.temats"
"27.03.2026","Riņķis un daudzstūris. SR: zina, kas ir centra leņķis un ievilkts leņķis, prot aprēķināt to lielumu; aprēķina riņķa līnijas garumu, loka garumu; aprēķina riņķa laukumu, sektora laukumu; zina, kas ir riņķī ievilkts daudzstūris un kas ir ap riņķi apvilkts daudzstūris; zina šo riņķu centru atrašanās vietu; prot to konstruēt; zina, kas ir regulārs daudzstūris, prot aprēķināt daudzstūra leņķu summu un regulāra daudzstūra leņķus; zina, kas ir riņķī ievilkts un kas ir ap riņķi apvilkts regurārs daudzst",,"Riņķis un daudzstūris.","7.temats"
"30.03.2026","Pamatskolas matemātikas tēmu atkārtojums- 2023.gada iestājeksāmena matemātikā uzdevumi. SR: prot atrisināt 2023.gada iestājeksāmena matemātikā uzdevumus.",,"Algebriskas daļas.","8.temats"
"30.03.2026","Pamatskolas matemātikas tēmu atkārtojums- Izmēģinājuma eksāmena matemātikā uzdevumi. SR: prot atrisināt RĀVĢ 2026.gada izmēģinājuma eksāmena matemātikā uzdevumus.",,"Algebriskas daļas.","8.temats"
"31.03.2026","Algebriskas izteiksmes. SR: zina, kas ir algebriskas izteiksmes un kas ir skairliskas izteiksmes; zina, kas ir veselas izteiksmes un kas ir daļveida izteiksmes; zina, kas ir izteiksmes definīcijas apgabals; nosaka dotās izteiksmes definīcijas apgabalu.","1. un 2. uzdevums (MG 12.lpp.)
1.04.2026","Algebriskas daļas.","8.temats"
"1.04.2026","Daļu saīsināšana: SR: saīsina skaitliskas daļas un algebriskas daļas.","atrisināt 2022.gada CE matemātikā uzdevumus
 9kl_matematika_2022.pdf
7.04.2026","Algebriskas daļas.","8.temats"
"7.04.2026","Pamatskolas matemātikas tēmu atkārtojums: SR: atrisina 2022.gada iestājeksāmena uzdevumus"," 9kl-iestajeks-2021-1lapa.pdf
 9kl-iestajeks-2021-2lapa.pdf
13.04.2026","Algebriskas daļas.","8.temats"
"8.04.2026","Daļu saīsināšana: SR: saīsina skaitliskas daļas un algebriskas daļas.","Pārbaudes darba par riņķi un daudzstūri kļūdu labojums
10.04.2026","Algebriskas daļas.","8.temats"
"10.04.2026","Daļu saīsināšana: SR: saīsina algebriskas daļas.",,"Algebriskas daļas.","8.temats"
"10.04.2026","Daļu saīsināšana: SR: saīsina algebriskas daļas.","23.fh; 24.d; 25.f; 26.b (MG 17.lpp.)
14.04.2026","Algebriskas daļas.","8.temats"
"13.04.2026","Daļu reizināšana un dalīšana: SR: algebriskas daļas sareizina un izdala.",,"Algebriskas daļas.","8.temats"
"13.04.2026","Daļu reizināšana un dalīšana: SR: algebriskas daļas sareizina un izdala.",,"Algebriskas daļas.","8.temats"
"14.04.2026","Patstāvīgais darbs- Daļu saīsināšana: SR: saīsina algebriskas daļas.
Daļu reizināšana un dalīšana: SR: algebriskas daļas sareizina un izdala.","34.bdfhj; 35.b; 38.bdfhj (MG 25.lpp.)
15.04.2026","Algebriskas daļas.","8.temats"
"15.04.2026","Daļu reizināšana un dalīšana: SR: algebriskas daļas sareizina un izdala.","42. un 51.c, d, k, l (MG 26.lpp.)
17.04.2026","Algebriskas daļas.","8.temats"
"17.04.2026","Algebrisku daļu saskaitīšana un atņemšana. SR: saskaita un atņem atgebriskas daļas.",,"Algebriskas daļas.","8.temats"
"17.04.2026","Algebrisku daļu saskaitīšana un atņemšana. SR: saskaita un atņem atgebriskas daļas.","atrisināt 2021.gada diagnosticējošā darba matemātikā uzdevumus
 9kl_dd_matematika_2021.pdf
20.04.2026","Algebriskas daļas.","8.temats"
"20.04.2026","Darbības ar algebriskām daļām. SR: algebriskas daļas saskaita, atņem, reizina un dala.","atrisināt uzdevumus no pievienotā faila
 9kl-MD-20-apr.pdf
21.04.2026","Algebriskas daļas.","8.temats"
"20.04.2026","Pamatskolas matemātikas tēmu atkārtojums: SR: atrisina 2021.gada diagnosticējošā darba uzdevumus","Atrisināt 2020.gada iestājeksāmena uzdevumus
 9kl-iest-eks-2020-1.pdf
27.04.2026","Algebriskas daļas.","8.temats"
"21.04.2026","Patstāvīgais darbs- Darbības ar algebriskām daļām. SR: algebriskas daļas saskaita, atņem, reizina un dala.",,"Algebriskas daļas.","8.temats"
"22.04.2026","Darbības ar algebriskām daļām. SR: algebriskas daļas saskaita, atņem, reizina un dala.",,"Algebriskas daļas.","8.temats"
"24.04.2026","Daļveida vienādojumi. SR: atrisina daļveida vienādojumus.",,"Algebriskas daļas.","8.temats"
"24.04.2026","Teksta uzdevumi. SR: sastāda vienādojumu un atrisina teksta uzdevumu -teksta uzdevumi par skaitļiem.",,"Algebriskas daļas.","8.temats"
"27.04.2026","Teksta uzdevumi. SR: sastāda vienādojumu un atrisina teksta uzdevumu- teksta uzdevumi par plānoto un faktisko.","atrisināt 2019.gada CE matemātikā uzdevumus
 9kl_matem_lv_2019.pdf
8.05.2026","Algebriskas daļas.","8.temats"
"27.04.2026","Teksta uzdevumi. SR: sastāda vienādojumu un atrisina teksta uzdevumu- teksta uzdevumi par kustību.","1.153.; 1.154.; 1.161.; 1.171.
28.04.2026","Algebriskas daļas.","8.temats"
"28.04.2026","Teksta uzdevumi. SR: sastāda vienādojumu un atrisina teksta uzdevumu- teksta uzdevumi par kopīgo darbu.
 9kl-uzd-dalv-vien-teksta-uzdev.pdf","1.175.; 1.179.; 1.184.
29.04.2026","Algebriskas daļas.","8.temats"
"29.04.2026","Teksta uzdevumi. SR: sastāda vienādojumu un atrisina teksta uzdevumu- teksta uzdevumi par kopīgo darbu.","Gatavoties pārbaudes darbam par Daļveida izreiksmēm un vienādojumiem (MG 6.-35.lpp.); no MG 2.bh; 4bh; 5.ef; 6.bf
5.05.2026","Algebriskas daļas.","8.temats"
"5.05.2026","Darbības ar algebriskām daļām. SR: algebriskas daļas saskaita, atņem, reizina un dala ; teksta uzdevumos sastāda atbilstošu vienādojumu.","Gatavoties pārbaudes darbam par Daļveida izreiksmēm un vienādojumiem (MG 6.-35.lpp.); risināt uzdevumus no pievienota faila
 9kl-md-5maijs.pdf
6.05.2026","Algebriskas daļas.","8.temats"
